User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
5734,25,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-11.20802423,34.97214036,No,Yes,Yes,No,Does not use mobile money
9459,40,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Refused to read,-8.18912462,39.31355902,Yes,Yes,Yes,No,Uses both
6843,60,Female,Married,No formal education,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.20830077,39.38566699,No,No,No,No,Does not use any financial service
3757,50,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Less often than monthly,Can read and write,Can read only,-3.28718741,37.37466321,Yes,Yes,Yes,No,Uses both
4246,22,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.90503817,32.7466805,No,Yes,No,No,Does not use mobile money
4575,29,Female,Married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.28810422,32.24441638,No,No,Yes,No,Does not use mobile money
9291,22,Male,Married,Primary completed,The land/plot is rented,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,No,Not applicable,Monthly,Monthly,Can read and write,Can read and write,-6.83948816,39.24388569,Yes,Yes,No,No,Uses both
4120,47,Female,Married,No formal education,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,"Things you collect from nature (stones, sand, thatch, herbs)",Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Can neither read nor write,-5.24614388,39.78154611,No,No,No,No,Does not use any financial service
4331,56,Female,Married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.99373865,37.75325063,Yes,Yes,Yes,No,Uses both
2020,19,Male,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can read and write,-4.98540285,39.08533705,No,No,No,No,Does not use any financial service
3171,35,Male,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.57946287,33.04295659,No,No,No,No,Does not use any financial service
7021,30,Male,Married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-4.95959806,39.79007182,Yes,Yes,Yes,No,Uses both
5669,56,Female,Widowed,No formal education,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.06009249,39.73279869,No,Yes,No,No,Does not use mobile money
6483,36,Female,Married,Primary completed,You own the land/plot together with someone else,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,"Hospitality /Accommodation, restaurants, etc.",Yes,In the past 7 days,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-1.33728005,30.90228117,Yes,Yes,Yes,No,Uses both
4057,37,Female,Divorced,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.11989123,34.82172563,No,No,No,No,Does not use any financial service
3439,56,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Refused to read,-7.48124372,35.97499999,Yes,No,No,No,Uses mobile money only
744,35,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you make (clothes, art, crafts)",Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Less often than monthly,Monthly,Can read and write,Can neither read nor write,-6.81931782,37.64563849,Yes,Yes,No,No,Uses both
4278,26,Female,Married,Some primary,You do not own or rent the land,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Less often than monthly,Never,Can read and write,Can neither read nor write,-1.34127203,34.38476735,Yes,Yes,Yes,No,Uses both
128,45,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can neither read nor write,-6.84946769,39.23452679,No,Yes,No,No,Does not use mobile money
5278,22,Female,Married,Some secondary,The land/plot is rented,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,Yes,In the past 7 days,Monthly,Not applicable,Can read and write,Can neither read nor write,-2.6688843,32.98564497,Yes,Yes,No,No,Uses both
3293,50,Female,Married,Some primary,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.88301282,32.79947211,Yes,Yes,No,No,Uses both
6395,45,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.63261686,33.146731,Yes,No,No,No,Uses mobile money only
6370,42,Male,Married,No formal education,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.98408769,39.83418047,No,Yes,Yes,No,Does not use mobile money
4771,59,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-5.93229097,39.29579985,No,No,No,No,Does not use any financial service
4956,54,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Daily,Monthly,Can read and write,Can neither read nor write,-5.49859292,38.47917963,Yes,Yes,Yes,No,Uses both
4216,35,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you process (honey, dairy products, flour)",Not applicable,No,Not applicable,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-7.83597469,33.35220449,Yes,No,No,No,Uses mobile money only
1299,18,Female,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Individual who owns his own business,Not applicable,Not applicable,Yes,6 months or longer ago,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can read and write,-10.55147476,39.78776622,Yes,Yes,Yes,No,Uses both
4852,42,Female,Divorced,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-7.84686667,31.43873575,No,No,No,No,Does not use any financial service
4433,46,Female,Divorced,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-7.97717349,35.78952022,Yes,No,No,No,Uses mobile money only
1938,17,Female,Single/never married,Some secondary,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-2.55226793,32.90928851,No,No,No,No,Does not use any financial service
543,32,Male,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Daily,Not applicable,Can read and write,Can neither read nor write,-5.16950182,38.46340851,Yes,No,Yes,No,Uses both
2903,38,Female,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,Yes,In the past 90 days,No,Not applicable,Never,Not applicable,Can read and write,Can write only,-3.48917317,36.82129145,Yes,Yes,Yes,Yes,Uses both
7494,100,Male,Widowed,Some primary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.6415262,34.18574405,No,Yes,No,Yes,Does not use mobile money
5385,49,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-8.20266661,35.99758067,Yes,No,No,No,Uses mobile money only
5963,39,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.80253574,39.05199161,No,No,No,No,Does not use any financial service
8891,31,Male,Married,University or other higher education,The land/plot is rented,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Private company/business,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-6.8816754,39.24260055,Yes,No,No,No,Uses mobile money only
3074,35,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-5.18243216,34.62657601,No,No,Yes,Yes,Does not use mobile money
1080,32,Female,Married,Some primary,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.65754773,33.94752386,No,No,No,No,Does not use any financial service
6999,18,Male,Single/never married,Some primary,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,No,Not applicable,Less often than monthly,Not applicable,Can read only,Can neither read nor write,-1.26067935,30.67840955,Yes,Yes,No,No,Uses both
2104,27,Male,Married,Some secondary,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-2.63528895,32.28272843,No,No,No,No,Does not use any financial service
8160,48,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you collect from nature (stones, sand, thatch, herbs)",Not applicable,Yes,6 months or longer ago,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-3.9705968,32.64332258,Yes,Yes,Yes,No,Uses both
6206,21,Male,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.86370555,39.0265573,No,No,Yes,No,Does not use mobile money
7997,30,Female,Married,Some primary,You own the land/plot together with someone else,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can write only,Can write only,-3.5779485,32.6078845,No,No,Yes,No,Does not use mobile money
1645,43,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.18459345,33.13602992,No,No,Yes,No,Does not use mobile money
608,33,Male,Married,Do not know,A household member owns the land/plot,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Government,Things you buy from others - agricultural products,Not applicable,Yes,Yesterday/today,Yes,Yesterday/today,Daily,Not applicable,Can read and write,Can read and write,-9.99676839,39.71509931,Yes,No,Yes,Yes,Uses both
5379,19,Female,Single/never married,Primary completed,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Refused to read,-5.95365606,39.26356672,No,No,No,No,Does not use any financial service
3413,29,Male,Married,University or other higher education,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 7 days,Yes,In the past 30 days,Monthly,Monthly,Can read and write,Can read and write,-3.74469498,33.83563552,Yes,No,No,Yes,Uses both
5186,49,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.46150477,29.80713615,No,No,Yes,No,Does not use mobile money
6616,35,Female,Married,Some secondary,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can read and write,-6.13316916,39.31997371,Yes,No,No,No,Uses mobile money only
7821,48,Female,Married,No formal education,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-9.40407608,39.59927502,Yes,No,Yes,No,Uses both
1330,21,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.58423816,34.6667192,No,No,No,No,Does not use any financial service
5952,31,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.89047914,29.74312999,No,No,Yes,No,Does not use mobile money
6644,20,Female,Single/never married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.87142677,35.65146652,No,Yes,No,No,Does not use mobile money
4718,40,Female,Married,University or other higher education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-5.9324913,39.29430131,No,No,No,No,Does not use any financial service
8135,60,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.55048455,36.00788976,No,No,No,No,Does not use any financial service
2870,75,Female,Widowed,No formal education,You personally own the land/plot where you live,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.83986486,34.80645925,Yes,Yes,No,Yes,Uses both
9110,17,Female,Single/never married,No formal education,A household member owns the land/plot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.25236499,33.8435779,No,Yes,No,No,Does not use mobile money
9227,20,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-1.86804518,33.85822622,Yes,No,No,Yes,Uses both
6253,33,Male,Divorced,Primary completed,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can read only,-2.39876301,32.32875382,Yes,No,No,Yes,Uses both
3862,46,Female,Widowed,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Refused to read,-5.24607502,39.78141945,No,Yes,No,No,Does not use mobile money
7093,73,Male,Married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-4.34899299,34.43532935,Yes,No,No,No,Uses mobile money only
577,25,Female,Married,No formal education,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can write only,Can neither read nor write,-10.2829004,40.11740019,Yes,No,No,No,Uses mobile money only
3124,33,Male,Married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.40186269,31.70740088,Yes,No,No,No,Uses mobile money only
7204,55,Male,Married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,Yesterday/today,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-8.37158081,31.71743123,Yes,No,No,Yes,Uses both
2232,35,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can neither read nor write,-4.84215842,38.519797,No,Yes,Yes,No,Does not use mobile money
1250,30,Female,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 7 days,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-9.76450497,39.62043053,Yes,No,No,No,Uses mobile money only
1445,43,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.45749054,35.68987857,Yes,No,No,No,Uses mobile money only
5125,57,Female,Single/never married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Refused to read,Refused to read,-10.41644839,38.80292865,No,No,No,No,Does not use any financial service
5396,52,Male,Married,Some secondary,You personally own the land/plot where you live,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Government,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can read and write,-5.07304077,39.75489833,No,No,Yes,No,Does not use mobile money
2229,59,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.84388956,38.51988318,Yes,No,No,No,Uses mobile money only
89,21,Female,Single/never married,Primary completed,A household member owns the land/plot,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",Yes,6 months or longer ago,No,Not applicable,Monthly,Not applicable,Can read and write,Can read and write,-6.7013611,39.18779624,Yes,No,No,No,Uses mobile money only
9404,30,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",Yes,In the past 30 days,Yes,More than 90 days ago but less than 6 months ago,Weekly,Not applicable,Can read and write,Can read and write,-6.81163359,39.22031353,Yes,Yes,Yes,No,Uses both
7240,32,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-1.4511913,31.1082796,No,No,Yes,No,Does not use mobile money
1887,27,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.90494901,34.67493854,Yes,Yes,Yes,Yes,Uses both
3084,35,Female,Married,Primary completed,You own the land/plot together with someone else,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-8.1911496,31.84830465,No,Yes,No,No,Does not use mobile money
5828,18,Female,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.1194826,33.49165309,No,No,No,No,Does not use any financial service
1961,64,Female,Widowed,Some primary,You do not own or rent the land,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.41591849,32.93539957,No,No,No,No,Does not use any financial service
4870,38,Female,Divorced,Primary completed,A household member owns the land/plot,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can neither read nor write,-2.56383251,33.27538413,Yes,No,No,No,Uses mobile money only
8164,35,Female,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.72517369,37.09667338,No,No,No,No,Does not use any financial service
8769,35,Male,Divorced,Some primary,The land/plot is rented,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.84646594,33.61689723,No,No,No,No,Does not use any financial service
2995,62,Female,Widowed,Some primary,You personally own the land/plot where you live,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can read and write,-3.3549504,37.570403,Yes,No,Yes,No,Uses both
2317,48,Female,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.29980019,35.41398865,No,Yes,Yes,No,Does not use mobile money
3153,30,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-3.35176842,37.02197396,Yes,Yes,Yes,No,Uses both
2203,40,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,In the past 7 days,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-7.99496373,31.79535757,Yes,No,Yes,No,Uses both
6920,59,Female,Married,No formal education,You do not own or rent the land,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-11.40189868,36.43073795,No,Yes,No,No,Does not use mobile money
1476,31,Male,Married,Some secondary,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 7 days,No,Not applicable,Monthly,Never,Can read and write,Can read only,-5.23804346,39.77743827,No,Yes,Yes,No,Does not use mobile money
5184,30,Female,Married,Some secondary,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Less often than monthly,Weekly,Can read and write,Can read and write,-5.61852368,32.74595137,Yes,Yes,Yes,No,Uses both
